90323620 function calls (89276719 primitive calls) in 91.586 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.001    0.000    0.001    0.000 internals.py:4168(_stack_arrays)
        7    0.000    0.000    0.000    0.000 internals.py:4171(_asarray_compat)
        4    0.000    0.000    0.000    0.000 internals.py:4177(_shape_compat)
      103    0.002    0.000    0.002    0.000 internals.py:4195(_interleaved_dtype)
      102    0.000    0.000    0.000    0.000 internals.py:4203(_lcd_dtype)
        2    0.000    0.000    0.001    0.000 internals.py:4257(_consolidate)
       10    0.000    0.000    0.000    0.000 internals.py:4263(<lambda>)
        3    0.000    0.000    0.001    0.000 internals.py:4274(_merge_blocks)
        2    0.000    0.000    0.000    0.000 internals.py:4288(<listcomp>)
        2    0.000    0.000    0.000    0.000 internals.py:4289(<listcomp>)
        4    0.000    0.000    0.000    0.000 internals.py:4301(_extend_blocks)
        2    0.000    0.000    0.000    0.000 internals.py:4327(_vstack)
        5    0.000    0.000    0.000    0.000 internals.py:4409(_get_blkno_placements)
        2    0.000    0.000    0.000    0.000 internals.py:4947(_fast_count_smallints)
        1    0.000    0.000    0.000    0.000 internals.py:4958(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 internals.py:496(convert)
        2    0.000    0.000    0.000    0.000 internals.py:510(_try_cast_result)
        2    0.000    0.000    0.000    0.000 internals.py:551(_try_coerce_result)
        2    0.000    0.000    0.000    0.000 internals.py:555(_try_coerce_and_cast_result)
        3    0.000    0.000    0.000    0.000 internals.py:581(copy)
   268464    0.609    0.000    1.205    0.000 internals.py:77(__init__)
       10    0.000    0.000    0.000    0.000 internals.py:92(_consolidate_key)
      208    0.001    0.000    0.020    0.000 internals.py:975(take_nd)
        2    0.000    0.000    0.000    0.000 ioloop.py:928(add_callback)
       10    0.000    0.000    0.000    0.000 iostream.py:227(_is_master_process)
       10    0.000    0.000    0.000    0.000 iostream.py:240(_schedule_flush)
       10    0.000    0.000    0.000    0.000 iostream.py:308(write)
    96262    0.040    0.000    0.053    0.000 linalg.py:111(isComplexType)
    96262    0.515    0.000    1.104    0.000 linalg.py:1976(norm)
        3    0.000    0.000    0.000    0.000 missing.py:559(clean_reindex_fill_method)
        3    0.000    0.000    0.000    0.000 missing.py:61(clean_fill_method)
        2    0.000    0.000    0.000    0.000 ntpath.py:304(expanduser)
   210888    0.035    0.000    0.035    0.000 numeric.py:126(is_all_dates)
   210776    0.500    0.000    1.322    0.000 numeric.py:133(_convert_scalar_indexer)
        1    0.000    0.000    0.000    0.000 numeric.py:148(ones)
      306    0.001    0.000    0.002    0.000 numeric.py:151(equals)
316165/105389    0.252    0.000   23.221    0.000 numeric.py:1835(array_str)
        1    0.000    0.000    0.000    0.000 numeric.py:2064(isscalar)
        1    0.000    0.000    0.000    0.000 numeric.py:2310(allclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2375(isclose)
        1    0.000    0.000    0.000    0.000 numeric.py:2434(within_tol)
   632356    1.226    0.000    2.750    0.000 numeric.py:2576(seterr)
   632356    0.969    0.000    1.033    0.000 numeric.py:2676(geterr)
   316178    0.287    0.000    0.343    0.000 numeric.py:2963(__init__)
   316178    0.329    0.000    1.905    0.000 numeric.py:2967(__enter__)
   316178    0.353    0.000    1.527    0.000 numeric.py:2972(__exit__)
   824302    0.529    0.000    2.778    0.000 numeric.py:414(asarray)
   325418    0.276    0.000    0.354    0.000 numeric.py:484(asanyarray)
        9    0.000    0.000    0.000    0.000 numeric.py:607(require)
       18    0.000    0.000    0.000    0.000 numeric.py:676(<genexpr>)
        4    0.000    0.000    0.000    0.000 numeric.py:86(zeros_like)
        3    0.000    0.000    0.000    0.000 numeric.py:93(__new__)
   105488    2.513    0.000    5.087    0.000 ops.py:664(na_op)
   105488    0.855    0.000   18.254    0.000 ops.py:727(wrapper)
        8    0.000    0.000    0.000    0.000 parse.py:100(_coerce_args)
        4    0.000    0.000    0.000    0.000 parse.py:288(urlparse)
        4    0.000    0.000    0.000    0.000 parse.py:321(urlsplit)
        8    0.000    0.000    0.000    0.000 parse.py:89(_noop)
        4    0.000    0.000    0.000    0.000 parsers.py:1016(_maybe_make_multi_index_columns)
        4    0.000    0.000    0.000    0.000 parsers.py:1020(<listcomp>)
        2    0.000    0.000    0.000    0.000 parsers.py:1024(_make_index)
        2    0.000    0.000    0.000    0.000 parsers.py:1182(_do_date_conversions)
        2    0.006    0.003    0.006    0.003 parsers.py:1197(__init__)
        2    0.000    0.000    0.000    0.000 parsers.py:1280(_set_noconvert_columns)
        2    0.000    0.000    0.074    0.037 parsers.py:1312(read)
        2    0.000    0.000    0.000    0.000 parsers.py:1382(<listcomp>)
        9    0.000    0.000    0.000    0.000 parsers.py:1384(<genexpr>)
        2    0.000    0.000    0.000    0.000 parsers.py:2255(_make_date_converter)
        2    0.000    0.000    0.000    0.000 parsers.py:2293(_process_date_conversion)
        2    0.000    0.000    0.000    0.000 parsers.py:2376(_clean_na_values)
        2    0.000    0.000    0.084    0.042 parsers.py:272(_read)
        2    0.000    0.000    0.084    0.042 parsers.py:416(parser_f)
        2    0.000    0.000    0.006    0.003 parsers.py:603(__init__)
        2    0.000    0.000    0.000    0.000 parsers.py:653(_get_options_with_defaults)
        2    0.000    0.000    0.000    0.000 parsers.py:683(_clean_options)
        2    0.000    0.000    0.006    0.003 parsers.py:797(_make_engine)
        2    0.000    0.000    0.077    0.039 parsers.py:810(read)
        2    0.000    0.000    0.000    0.000 parsers.py:829(_create_index)
        6    0.000    0.000    0.000    0.000 parsers.py:839(_is_index_col)
        2    0.000    0.000    0.000    0.000 parsers.py:843(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 parsers.py:860(_validate_parse_dates_arg)
        2    0.000    0.000    0.000    0.000 parsers.py:883(__init__)
        2    0.000    0.000    0.000    0.000 parsers.py:941(_has_complex_date_col)
        6    0.000    0.000    0.000    0.000 range.py:117(_simple_new)
        6    0.000    0.000    0.000    0.000 range.py:139(_validate_dtype)
        2    0.000    0.000    0.000    0.000 range.py:150(_data)
        2    0.000    0.000    0.000    0.000 range.py:154(_int64index)
   105391    0.265    0.000    1.624    0.000 range.py:229(_shallow_copy)
   105387    0.182    0.000    0.592    0.000 range.py:266(equals)
        6    0.000    0.000    0.000    0.000 range.py:42(__new__)
   526982    0.550    0.000    0.748    0.000 range.py:435(__len__)
   105389    0.303    0.000    3.530    0.000 range.py:445(__getitem__)
       12    0.000    0.000    0.000    0.000 range.py:58(_ensure_int)
     9125    0.010    0.000    0.045    0.000 re.py:205(findall)
     9125    0.011    0.000    0.011    0.000 re.py:278(_compile)
        2    0.000    0.000    0.000    0.000 series.py:1062(__iter__)
        1    0.000    0.000    0.000    0.000 series.py:1086(tolist)
   268243    1.692    0.000   15.193    0.000 series.py:120(__init__)
        8    0.000    0.000    0.000    0.000 series.py:236(from_array)
   105388    0.022    0.000    0.022    0.000 series.py:247(_constructor)
   268243    0.414    0.000    0.575    0.000 series.py:270(_set_axis)
        3    0.000    0.000    0.000    0.000 series.py:2761(_sanitize_index)
   162854    0.809    0.000    6.066    0.000 series.py:2787(_sanitize_array)
   162852    0.339    0.000    4.085    0.000 series.py:2804(_try_cast)
   268243    0.127    0.000    0.127    0.000 series.py:292(_set_subtyp)
   479121    0.427    0.000    0.758    0.000 series.py:302(name)
   373631    0.353    0.000    0.551    0.000 series.py:306(name)
   701444    0.385    0.000    1.279    0.000 series.py:313(dtype)
        2    0.000    0.000    0.000    0.000 series.py:333(values)
   384875    0.233    0.000    0.785    0.000 series.py:366(_values)
   595848    0.289    0.000    1.944    0.000 series.py:371(get_values)
      103    0.000    0.000    0.000    0.000 series.py:443(__len__)
   105489    0.061    0.000    0.489    0.000 series.py:453(__array__)
   105388    0.172    0.000    0.445    0.000 series.py:538(_ixs)
   279484    1.150    0.000   47.927    0.000 series.py:580(__getitem__)
   105388    0.319    0.000   10.760    0.000 series.py:626(_get_with)
   105388    0.377    0.000    9.922    0.000 series.py:689(_get_values)
        2    0.000    0.000    0.000    0.000 shape_base.py:180(vstack)
        2    0.000    0.000    0.000    0.000 shape_base.py:230(<listcomp>)
     9132    0.033    0.000    0.044    0.000 shape_base.py:61(atleast_2d)
        5    0.000    0.000    0.000    0.000 six.py:180(find_module)
       15    0.000    0.000    0.000    0.000 six.py:184(find_module)
   247274    0.660    0.000    1.578    0.000 sputils.py:125(get_index_dtype)
    96262    0.046    0.000    0.193    0.000 sputils.py:182(isintlike)
   105387    0.084    0.000    0.277    0.000 sputils.py:198(isshape)
    96262    0.111    0.000    0.147    0.000 sputils.py:213(issequence)
     9125    0.008    0.000    0.014    0.000 sputils.py:26(upcast)
   132762    0.154    0.000    0.434    0.000 sputils.py:97(to_native)
        2    0.000    0.000    0.000    0.000 stack_context.py:253(wrap)
      208    0.001    0.000    0.001    0.000 validators.py:104(_check_for_invalid_keys)
      208    0.000    0.000    0.002    0.000 validators.py:120(validate_kwargs)
      208    0.001    0.000    0.001    0.000 validators.py:29(_check_for_default_values)
   105518    0.038    0.000    0.038    0.000 {built-in method __new__ of type object at 0x000000005F19DE40}
        1    0.002    0.002    0.002    0.002 {built-in method _collections._count_elements}
   105389    0.037    0.000    0.037    0.000 {built-in method _functools.reduce}
       45    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       50    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       10    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       12    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.any}
   595860    0.058    0.000    0.058    0.000 {built-in method builtins.callable}
        1    0.000    0.000   91.586   91.586 {built-in method builtins.exec}
  3328644    1.574    0.000    2.187    0.000 {built-in method builtins.getattr}
  3487392    1.590    0.000    3.174    0.000 {built-in method builtins.hasattr}
   978726    0.183    0.000    0.183    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.id}
 13409229    2.549    0.000    4.096    0.000 {built-in method builtins.isinstance}
  2366803    0.304    0.000    0.304    0.000 {built-in method builtins.issubclass}
   105630    0.030    0.000    0.030    0.000 {built-in method builtins.iter}
6650319/6148718    1.242    0.000    2.210    0.000 {built-in method builtins.len}
   863745    0.371    0.000    0.371    0.000 {built-in method builtins.max}
   430691    0.199    0.000    0.199    0.000 {built-in method builtins.min}
        5    0.000    0.000    0.001    0.000 {built-in method builtins.print}
   105389    0.078    0.000    0.176    0.000 {built-in method builtins.setattr}
     9135    0.046    0.000    0.046    0.000 {built-in method builtins.sorted}
      109    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
    29502    0.071    0.000    0.071    0.000 {built-in method fromkeys}
      101    0.000    0.000    0.000    0.000 {built-in method math.isnan}
    20376    0.011    0.000    0.011    0.000 {built-in method math.log10}
       10    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        5    0.000    0.000    0.000    0.000 {built-in method nt.stat}
      229    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.arange}
2290992/2185503    2.124    0.000    2.809    0.000 {built-in method numpy.core.multiarray.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
   105398    0.347    0.000    0.347    0.000 {built-in method numpy.core.multiarray.concatenate}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
   144393    0.526    0.000    0.526    0.000 {built-in method numpy.core.multiarray.dot}
        4    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty_like}
   124187    0.332    0.000    0.332    0.000 {built-in method numpy.core.multiarray.empty}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.putmask}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.result_type}
    96371    0.177    0.000    0.177    0.000 {built-in method numpy.core.multiarray.zeros}
  1264712    0.199    0.000    0.199    0.000 {built-in method numpy.core.umath.geterrobj}
   632356    0.356    0.000    0.356    0.000 {built-in method numpy.core.umath.seterrobj}
        2    0.001    0.000    0.001    0.000 {built-in method pandas.algos.ensure_float64}
      429    0.000    0.000    0.000    0.000 {built-in method pandas.algos.ensure_int64}
       11    0.000    0.000    0.000    0.000 {built-in method pandas.algos.ensure_object}
      108    0.001    0.000    0.001    0.000 {built-in method pandas.algos.ensure_platform_int}
        2    0.000    0.000    0.000    0.000 {built-in method pandas.lib.array_equivalent_object}
   105498    0.049    0.000    0.049    0.000 {built-in method pandas.lib.checknull}
        7    0.000    0.000    0.000    0.000 {built-in method pandas.lib.list_to_object_array}
     9125    0.022    0.000    0.022    0.000 {built-in method scipy.sparse._sparsetools.coo_tocsr}
    96262    0.212    0.000    0.212    0.000 {built-in method scipy.sparse._sparsetools.coo_todense}
     9125    0.010    0.000    0.010    0.000 {built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
    96262    0.172    0.000    0.172    0.000 {built-in method scipy.sparse._sparsetools.expandptr}
       10    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x0000029DC8315AE8}
      108    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
   316693    0.270    0.000    1.559    0.000 {method 'any' of 'numpy.ndarray' objects}
    48124    0.006    0.000    0.006    0.000 {method 'append' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
    27381    0.033    0.000    0.033    0.000 {method 'astype' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
   316167    0.743    0.000    0.743    0.000 {method 'compress' of 'numpy.ndarray' objects}
      212    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        8    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      226    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
     9125    0.023    0.000    0.023    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      137    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
   431431    0.075    0.000    0.075    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas.index.IndexEngine' objects}
        1    0.001    0.001    0.001    0.001 {method 'get_labels' of 'pandas.hashtable.Int64HashTable' objects}
       21    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas.index.IndexEngine' objects}
   279484    1.057    0.000   24.278    0.000 {method 'get_value' of 'pandas.index.IndexEngine' objects}
   210776    0.042    0.000    0.042    0.000 {method 'item' of 'numpy.ndarray' objects}
   105631    0.028    0.000    0.028    0.000 {method 'items' of 'dict' objects}
       25    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     9125    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
   210776    0.133    0.000    1.111    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'mean' of 'numpy.ndarray' objects}
   210776    0.095    0.000    0.551    0.000 {method 'min' of 'numpy.ndarray' objects}
   132762    0.111    0.000    0.111    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
     9226    0.031    0.000    0.031    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
   316209    0.056    0.000    0.056    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'put' of 'numpy.ndarray' objects}
   192535    0.151    0.000    0.151    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.074    0.037    0.074    0.037 {method 'read' of 'pandas.parser.TextReader' objects}
   949581    3.190    0.000    3.190    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       10    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
  1477138    0.200    0.000    0.200    0.000 {method 'rstrip' of 'str' objects}
   105591    0.098    0.000    0.098    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'send' of '_socket.socket' objects}
   105391    0.024    0.000    0.024    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
      106    0.001    0.000    0.001    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'to_array' of 'pandas.hashtable.Int64Vector' objects}
    96263    0.111    0.000    0.111    0.000 {method 'tolist' of 'numpy.ndarray' objects}
   105498    0.040    0.000    0.040    0.000 {method 'update' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
   596289    0.322    0.000    0.322    0.000 {method 'view' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.001    0.001    0.001    0.001 {pandas.algos.group_mean_float64}
        4    0.000    0.000    0.000    0.000 {pandas.algos.take_1d_int64_int64}
        1    0.000    0.000    0.000    0.000 {pandas.algos.take_2d_axis0_float64_float64}
        1    0.001    0.001    0.001    0.001 {pandas.algos.take_2d_axis0_int64_int64}
      103    0.002    0.000    0.002    0.000 {pandas.algos.take_2d_axis1_float64_float64}
      103    0.002    0.000    0.002    0.000 {pandas.algos.take_2d_axis1_int64_int64}
   105388    0.056    0.000    0.056    0.000 {pandas.index.get_value_at}
        2    0.000    0.000    0.000    0.000 {pandas.lib.clean_index_list}
        2    0.000    0.000    0.000    0.000 {pandas.lib.get_blkno_indexers}
        1    0.000    0.000    0.000    0.000 {pandas.lib.get_reverse_indexer}
   114532    0.324    0.000    0.326    0.000 {pandas.lib.infer_dtype}
        4    0.000    0.000    0.000    0.000 {pandas.lib.is_bool}
        2    0.000    0.000    0.000    0.000 {pandas.lib.is_datetime_array}
   385082    0.068    0.000    0.068    0.000 {pandas.lib.is_float}
   210891    0.031    0.000    0.031    0.000 {pandas.lib.is_integer}
        5    0.000    0.000    0.000    0.000 {pandas.lib.is_possible_datetimelike_array}
  1017631    0.543    0.000    0.543    0.000 {pandas.lib.isscalar}
        3    0.000    0.000    0.000    0.000 {pandas.lib.maybe_convert_objects}
   770079    0.565    0.000    1.762    0.000 {pandas.lib.values_from_object}
